 0.00000000e+00  5.73687066e-10  0.00000000e+00  5.73687066e-10  0.00000000e+00  1.14285714e-01  0.00000000e+00 -3.00220800e-10  0.00000000e+00 -2.52672498e-05 
 5.00000000e-14  5.73686949e-10  5.00000000e-14  5.73686984e-10  5.00000000e-14  1.14285714e-01  5.00000000e-14 -3.00220557e-10  5.00000000e-14 -2.52672498e-05 
 1.00000000e-13  5.73687016e-10  1.00000000e-13  5.73687042e-10  1.00000000e-13  1.14285714e-01  1.00000000e-13 -3.00220696e-10  1.00000000e-13 -2.52672498e-05 
 2.00000000e-13  5.73687001e-10  2.00000000e-13  5.73687240e-10  2.00000000e-13  1.14285714e-01  2.00000000e-13 -3.00220702e-10  2.00000000e-13 -2.52672498e-05 
 4.00000000e-13  5.73686848e-10  4.00000000e-13  5.73686805e-10  4.00000000e-13  1.14285714e-01  4.00000000e-13 -3.00220737e-10  4.00000000e-13 -2.52672498e-05 
 8.00000000e-13  5.73687122e-10  8.00000000e-13  5.73687185e-10  8.00000000e-13  1.14285714e-01  8.00000000e-13 -3.00220730e-10  8.00000000e-13 -2.52672498e-05 
 1.60000000e-12  5.73687309e-10  1.60000000e-12  5.73687073e-10  1.60000000e-12  1.14285714e-01  1.60000000e-12 -3.00220848e-10  1.60000000e-12 -2.52672498e-05 
 3.20000000e-12  5.73686757e-10  3.20000000e-12  5.73686944e-10  3.20000000e-12  1.14285714e-01  3.20000000e-12 -3.00220834e-10  3.20000000e-12 -2.52672498e-05 
 6.40000000e-12  5.73686894e-10  6.40000000e-12  5.73687811e-10  6.40000000e-12  1.14285714e-01  6.40000000e-12 -3.00220890e-10  6.40000000e-12 -2.52672498e-05 
 1.14000000e-11  5.73686820e-10  1.14000000e-11  5.73686699e-10  1.14000000e-11  1.14285714e-01  1.14000000e-11 -3.00220800e-10  1.14000000e-11 -2.52672498e-05 
 1.64000000e-11  5.73687286e-10  1.64000000e-11  5.73687291e-10  1.64000000e-11  1.14285714e-01  1.64000000e-11 -3.00220813e-10  1.64000000e-11 -2.52672498e-05 
 2.14000000e-11  5.73686984e-10  2.14000000e-11  5.73686968e-10  2.14000000e-11  1.14285714e-01  2.14000000e-11 -3.00220869e-10  2.14000000e-11 -2.52672498e-05 
 2.64000000e-11  5.73687170e-10  2.64000000e-11  5.73687180e-10  2.64000000e-11  1.14285714e-01  2.64000000e-11 -3.00220813e-10  2.64000000e-11 -2.52672498e-05 
 3.14000000e-11  5.73686965e-10  3.14000000e-11  5.73687060e-10  3.14000000e-11  1.14285714e-01  3.14000000e-11 -3.00220800e-10  3.14000000e-11 -2.52672498e-05 
 3.64000000e-11  5.73687094e-10  3.64000000e-11  5.73687151e-10  3.64000000e-11  1.14285714e-01  3.64000000e-11 -3.00220800e-10  3.64000000e-11 -2.52672498e-05 
 4.14000000e-11  5.73686963e-10  4.14000000e-11  5.73687030e-10  4.14000000e-11  1.14285714e-01  4.14000000e-11 -3.00220869e-10  4.14000000e-11 -2.52672498e-05 
 4.64000000e-11  5.73687118e-10  4.64000000e-11  5.73687188e-10  4.64000000e-11  1.14285714e-01  4.64000000e-11 -3.00220800e-10  4.64000000e-11 -2.52672498e-05 
 5.14000000e-11  5.73686920e-10  5.14000000e-11  5.73687010e-10  5.14000000e-11  1.14285714e-01  5.14000000e-11 -3.00220883e-10  5.14000000e-11 -2.52672498e-05 
 5.64000000e-11  5.73687218e-10  5.64000000e-11  5.73687159e-10  5.64000000e-11  1.14285714e-01  5.64000000e-11 -3.00220800e-10  5.64000000e-11 -2.52672498e-05 
 6.14000000e-11  5.73686990e-10  6.14000000e-11  5.73687027e-10  6.14000000e-11  1.14285714e-01  6.14000000e-11 -3.00220869e-10  6.14000000e-11 -2.52672498e-05 
 6.64000000e-11  5.73687216e-10  6.64000000e-11  5.73687076e-10  6.64000000e-11  1.14285714e-01  6.64000000e-11 -3.00220800e-10  6.64000000e-11 -2.52672498e-05 
